customerkey,gender,city,state,country,continent,age
1183290,Male,PENCOMBE,Hereford,United Kingdom,Europe,35
1183661,Female,LOOSLEY ROW,Wycombe,United Kingdom,Europe,23
1184122,Male,UPPER HALLIFORD,Spelthorne,United Kingdom,Europe,54
1184236,Female,STAINBY,South Kesteven,United Kingdom,Europe,69
1184405,Female,SCARBOROUGH,North Yorkshire,United Kingdom,Europe,39
1184490,Female,HOLTON,South Somerset,United Kingdom,Europe,46
1184872,Male,GORSENESS,Orkney Islands,United Kingdom,Europe,64
1185043,Male,LLANGYNIDR,Powys,United Kingdom,Europe,63
1185221,Female,EVERLEIGH,Kennet,United Kingdom,Europe,38
1185276,Male,RUDDINGTON,Nottingham,United Kingdom,Europe,54
1185340,Male,FARNWORTH,Bolton,United Kingdom,Europe,63
1185374,Female,MORLEY,Erewash,United Kingdom,Europe,37
1185858,Male,HINDRINGHAM,Norfolk,United Kingdom,Europe,22
1185968,Female,KEMNAY,Aberdeenshire,United Kingdom,Europe,37
1186120,Female,EDIAL,Lichfield,United Kingdom,Europe,29
1186331,Male,WARENTON,Northumberland,United Kingdom,Europe,28
1186641,Female,BARNBARROCH,Wigtownshire,United Kingdom,Europe,55
1186890,Female,OAD STREET,Swale,United Kingdom,Europe,69
1186946,Male,CHAPEL FIELDS,Coventry,United Kingdom,Europe,28
1187160,Male,BRAEMORE,Highland,United Kingdom,Europe,31
1187306,Male,DRUMWHINDLE,Aberdeenshire,United Kingdom,Europe,46
1187490,Male,MARSTON ST LAWRENCE,Cherwell,United Kingdom,Europe,30
1187611,Female,NEWTON ST PETROCK,Exeter,United Kingdom,Europe,82
1187681,Male,CALDERGLEN,South Lanarkshire,United Kingdom,Europe,87
1187686,Female,WEST KINGTON,Wiltshire,United Kingdom,Europe,25
1187717,Male,CHERINGTON,Stratford-on-Avon,United Kingdom,Europe,37
1188010,Male,OFFTON,Babergh,United Kingdom,Europe,76
1188359,Female,CHECKENDON,South Oxfordshire,United Kingdom,Europe,42
1188400,Female,HARDWICK,Aylesbury Vale,United Kingdom,Europe,73
1188481,Male,STAPLE CROSS,Rother,United Kingdom,Europe,34
1189159,Male,NORTH BERWICK,East Lothian,United Kingdom,Europe,85
1189261,Male,BRUISYARD STREET,Suffolk Coastal,United Kingdom,Europe,46
1189301,Male,ASHLEY,Newmarket,United Kingdom,Europe,25
1189396,Male,FORFAR,Angus,United Kingdom,Europe,32
1189747,Male,HERSHAM,Cornwall,United Kingdom,Europe,35
1189849,Female,BLACKHEATH,Colchester,United Kingdom,Europe,47
1190146,Male,PONT-RHYD-Y-GROES,Ceredigion,United Kingdom,Europe,37
1190196,Male,CAVENS,Dumfriesshire,United Kingdom,Europe,83
1190327,Female,PONTSHILL,Hereford,United Kingdom,Europe,74
1190513,Female,THORNTON-LE-MOORS,Cheshire West and Chester,United Kingdom,Europe,53
1190648,Female,BASHALL EAVES,Ribble Valley,United Kingdom,Europe,77
1190713,Male,PENRHOS,Neath Port Talbot,United Kingdom,Europe,81
1190907,Male,WHITSON,Newport,United Kingdom,Europe,29
1190983,Female,BETTWS GWERFIL GOCH,Conwy,United Kingdom,Europe,46
1191228,Female,ALTHORPE,North Lincolnshire,United Kingdom,Europe,71
1191344,Male,GALGATE,Lancaster,United Kingdom,Europe,79
1191395,Female,MUMBY,Lincoln,United Kingdom,Europe,69
1191709,Female,YOCKENTHWAITE,Craven,United Kingdom,Europe,66
1191921,Male,GLYNARTHEN,Ceredigion,United Kingdom,Europe,26
1191924,Female,BRENCHLEY,Maidstone,United Kingdom,Europe,28
1191954,Female,EAST BRADENHAM,Breckland,United Kingdom,Europe,32
1192075,Male,WASBISTER,Orkney Islands,United Kingdom,Europe,86
1192163,Female,BROMSASH,Hereford,United Kingdom,Europe,40
1192260,Female,CHESELBOURNE,West Dorset,United Kingdom,Europe,33
1192602,Female,SADDELL,Argyllshire,United Kingdom,Europe,80
1192665,Male,HIGH KILBURN,York,United Kingdom,Europe,45
1192764,Male,FARMTOWN,Moray,United Kingdom,Europe,57
1192790,Female,FENCE HOUSES,Sunderland,United Kingdom,Europe,29
1193010,Male,Falmouth,Cornwall,United Kingdom,Europe,42
1193644,Female,LOOSE,Maidstone,United Kingdom,Europe,26
1193695,Male,FARNDISH,Bedford,United Kingdom,Europe,68
1193732,Male,Newton,Scottish Borders,United Kingdom,Europe,72
1193800,Female,BANTHAM,South Hams,United Kingdom,Europe,70
1194367,Female,COSHESTON,Pembrokeshire,United Kingdom,Europe,75
1194540,Female,DERWENLAS,Powys,United Kingdom,Europe,87
1194652,Male,DOWNGATE,Cornwall,United Kingdom,Europe,50
1195057,Male,EASTRY,Kent,United Kingdom,Europe,38
1195387,Male,ROSHVEN,Highland,United Kingdom,Europe,30
1195699,Female,Stanley,Leeds,United Kingdom,Europe,32
1195913,Female,WESTERHAM,Bromley,United Kingdom,Europe,86
1195966,Female,TANDRIDGE,Tandridge,United Kingdom,Europe,64
1195986,Male,BROCKLESBY,North East Lincolnshire,United Kingdom,Europe,44
1196122,Male,HARTWOOD,North Lanarkshire,United Kingdom,Europe,76
1196171,Male,WEST KYLOE,Northumberland,United Kingdom,Europe,35
1196228,Female,CAIRNARGAT,Aberdeenshire,United Kingdom,Europe,62
1196315,Female,UDDINGSTON,Lanarkshire,United Kingdom,Europe,59
1196359,Male,MEALASTA,Comhairle nan Eilean Siar,United Kingdom,Europe,48
1196380,Male,CANON FROME,Hereford,United Kingdom,Europe,48
1196673,Female,SOUTH GODSTONE,Tandridge,United Kingdom,Europe,46
1196684,Male,BAWDRIP,Somerset,United Kingdom,Europe,79
1196721,Female,CRANFORD ST JOHN,East Northamptonshire,United Kingdom,Europe,81
1196819,Male,KENNARDS HOUSE,Cornwall,United Kingdom,Europe,68
1196834,Male,CILGWYN,Pembrokeshire,United Kingdom,Europe,67
1196966,Female,NEAP,Shetland,United Kingdom,Europe,42
1197083,Female,GARTHORPE,Melton,United Kingdom,Europe,63
1197162,Male,BRINSOP,Hereford,United Kingdom,Europe,82
1197294,Male,INWORTH,Colchester,United Kingdom,Europe,78
1197455,Male,MERTHER,Cornwall,United Kingdom,Europe,63
1197658,Female,DOUGALSTON,East Dunbartonshire,United Kingdom,Europe,47
1197932,Male,HIGH LEVEN,Stockton-on-Tees,United Kingdom,Europe,27
1198127,Male,BARNSTONE,Rushcliffe,United Kingdom,Europe,74
1198384,Female,DALESS,Highland,United Kingdom,Europe,62
1198463,Female,FORTH,South Lanarkshire,United Kingdom,Europe,27
1198478,Male,HUMBERSTONE,Leicester,United Kingdom,Europe,32
1198504,Female,LEVINGTON,Suffolk Coastal,United Kingdom,Europe,43
1198808,Male,ALLANTON,North Lanarkshire,United Kingdom,Europe,47
1198813,Female,CILRHEDYN,Pembrokeshire,United Kingdom,Europe,38
1199008,Female,PRESTBURY,Tewkesbury,United Kingdom,Europe,26
1199293,Female,LITLINGTON,Wealden,United Kingdom,Europe,56
1199518,Female,TICKLERTON,Shropshire,United Kingdom,Europe,26
1199531,Female,IRONSIDE,Aberdeenshire,United Kingdom,Europe,49
1199657,Male,CHAPEL HILL,North Kesteven,United Kingdom,Europe,30
1199660,Male,ROSEWELL,Midlothian,United Kingdom,Europe,43
1199675,Male,BRIGHSTONE,Isle of Wight,United Kingdom,Europe,72
1199757,Male,CULCHETH,Wigan,United Kingdom,Europe,53
1200334,Male,Los Angeles,California,United States,North America,34
1200465,Female,Burnsville,North Carolina,United States,North America,83
1200642,Male,Snow Hill,Maryland,United States,North America,55
1200992,Female,Los Angeles,California,United States,North America,71
1201045,Male,Laupahoehoe,Hawaii,United States,North America,26
1201181,Male,Eaton,Colorado,United States,North America,57
1201225,Male,Irvine,California,United States,North America,27
1201619,Female,Port Charlotte,Florida,United States,North America,34
1201865,Female,Southfield,Michigan,United States,North America,41
1201988,Female,Gadsden,Alabama,United States,North America,32
1202042,Female,Ahoskie,North Carolina,United States,North America,51
1202046,Male,Walnut Creek,California,United States,North America,30
1202353,Female,Huntsville,Alabama,United States,North America,71
1202573,Male,Tampa,Florida,United States,North America,44
1202604,Male,Bellflower,Missouri,United States,North America,29
1202635,Female,Chicago,Illinois,United States,North America,63
1202659,Female,White Plains,New York,United States,North America,41
1202719,Male,Beaumont,Texas,United States,North America,59
1202917,Male,Jackson,Mississippi,United States,North America,82
1203183,Female,Atlanta,Georgia,United States,North America,75
1203201,Female,Dublin,California,United States,North America,22
1203222,Male,Baltimore,Maryland,United States,North America,36
1203228,Female,Austin,Texas,United States,North America,39
1203443,Male,Provo,Utah,United States,North America,51
1203486,Male,Middletown,Delaware,United States,North America,57
1203510,Female,Los Angeles,California,United States,North America,69
1203511,Male,Charlotte,North Carolina,United States,North America,88
1203564,Male,Charlotte,North Carolina,United States,North America,26
1203623,Female,Eagle River,Wisconsin,United States,North America,52
1203628,Male,Amesbury,New Hampshire,United States,North America,31
1203747,Female,Saint Louis,Missouri,United States,North America,22
1203898,Male,Wichita,Kansas,United States,North America,40
1204304,Female,Montpelier,Vermont,United States,North America,75
1204360,Male,San Jose,California,United States,North America,41
1204396,Male,Reno,Nevada,United States,North America,69
1204568,Female,Bridgeville,Pennsylvania,United States,North America,74
1204679,Female,Worcester,Massachusetts,United States,North America,78
1205065,Male,Kirkland,Washington,United States,North America,54
1205531,Male,Kansas City,Missouri,United States,North America,26
1205636,Male,Brooklyn,New York,United States,North America,57
1205641,Female,Wayne,New Jersey,United States,North America,38
1205821,Male,El Paso,Texas,United States,North America,67
1206011,Female,Richmond,Virginia,United States,North America,22
1206405,Male,Walla Walla,Washington,United States,North America,76
1206414,Female,Chillicothe,Ohio,United States,North America,52
1206473,Male,Dallas Center,Iowa,United States,North America,47
1206520,Male,Louisville,Kentucky,United States,North America,35
1206573,Male,Northbrook,Illinois,United States,North America,49
1206948,Male,Washington,Washington DC,United States,North America,88
1207010,Male,Appleton,Wisconsin,United States,North America,80
1207035,Male,Arlington,Texas,United States,North America,36
1207133,Female,Port St Lucie,Florida,United States,North America,28
1207301,Female,Stafford,Texas,United States,North America,34
1207419,Male,Claverack,New York,United States,North America,57
1207658,Female,Overland Park,Missouri,United States,North America,72
1207956,Male,Charlotte,North Carolina,United States,North America,61
1207969,Male,Cocoa,Florida,United States,North America,28
1208003,Male,Stamps,Arkansas,United States,North America,36
1208128,Female,Woburn,Massachusetts,United States,North America,80
1208471,Male,Oklahoma City,Oklahoma,United States,North America,38
1208498,Female,Broken Arrow,Oklahoma,United States,North America,27
1208558,Male,New York,New York,United States,North America,33
1208569,Female,Salt Lake City,Utah,United States,North America,52
1208615,Female,Madisonville,Kentucky,United States,North America,40
1208968,Female,Fresno,California,United States,North America,27
1209026,Male,Dallas,Texas,United States,North America,50
1209498,Male,Farmington Hills,Michigan,United States,North America,57
1209524,Male,Eugene,Oregon,United States,North America,76
1209643,Male,Portland,Maine,United States,North America,73
1209694,Female,Newark,New Jersey,United States,North America,42
1209835,Male,Akron,Ohio,United States,North America,79
1210105,Female,Anniston,Alabama,United States,North America,77
1210288,Female,Chicago,Illinois,United States,North America,58
1210412,Male,Alexandria,Virginia,United States,North America,22
1210460,Male,Philadelphia,Pennsylvania,United States,North America,50
1210706,Female,Rockford,Illinois,United States,North America,38
1210809,Female,Tukwila,Washington,United States,North America,36
1210824,Female,Wichita,Kansas,United States,North America,22
1210946,Male,Monteview,Idaho,United States,North America,58
1211218,Female,Henry,Illinois,United States,North America,65
1211258,Male,Mankato,Minnesota,United States,North America,55
1211608,Female,Atlanta,Georgia,United States,North America,72
1211642,Male,Atlantic City,New Jersey,United States,North America,79
1211703,Male,Chula Vista,California,United States,North America,80
1211756,Female,Columbia,Maryland,United States,North America,78
1211796,Female,Worcester,Massachusetts,United States,North America,83
1211824,Female,Dallas,Texas,United States,North America,82
1212385,Male,Midland,Texas,United States,North America,25
1212613,Male,Houston,Texas,United States,North America,40
1212798,Female,Baltimore,Maryland,United States,North America,76
1212831,Male,Tucson,Arizona,United States,North America,29
1212939,Female,Los Angeles,California,United States,North America,27
1213022,Female,Houston,Texas,United States,North America,53
1213028,Male,Allentown,Pennsylvania,United States,North America,32
1213214,Female,Irving,Texas,United States,North America,68
1213305,Male,East Boston,Massachusetts,United States,North America,87
1213454,Female,Montgomery,Alabama,United States,North America,76
1213463,Male,San Francisco,California,United States,North America,40
1213515,Male,Dothan,Alabama,United States,North America,44
1213535,Male,Columbus,Georgia,United States,North America,32
1213537,Female,Pampa,Texas,United States,North America,56
1213953,Male,Harlan,Iowa,United States,North America,49
1214035,Female,Beaverton,Oregon,United States,North America,42
1214063,Female,Buffalo,New York,United States,North America,51
1214232,Female,Prattsville,New York,United States,North America,31
1214271,Male,East Waterford,Pennsylvania,United States,North America,84
1214274,Female,Lafayette,Indiana,United States,North America,24
1214363,Male,Edison,Georgia,United States,North America,38
1214389,Female,Carrollton,Texas,United States,North America,28
1214559,Male,Stlouis,Missouri,United States,North America,35
1214791,Male,Norfolk,Virginia,United States,North America,73
1214993,Male,Lakewood,New Jersey,United States,North America,86
1215013,Female,Powersville,Missouri,United States,North America,86
1215225,Male,Albany,New York,United States,North America,41
1215249,Male,Los Angeles,California,United States,North America,86
1215617,Female,Cambridge,Massachusetts,United States,North America,51
1215660,Female,Wilton,Connecticut,United States,North America,23
1215693,Female,Pittsboro,North Carolina,United States,North America,56
1215706,Female,Irvine,California,United States,North America,72
1215815,Female,Chantilly,Virginia,United States,North America,52
1216454,Male,Ocala,Florida,United States,North America,44
1216890,Female,Chantilly,Virginia,United States,North America,63
1216913,Male,Garden Grove,California,United States,North America,84
1217088,Male,Brook Park,Ohio,United States,North America,53
1217153,Female,Lyndhurst,New Jersey,United States,North America,56
1217161,Male,Herndon,Virginia,United States,North America,50
1217343,Female,Batesville,Arkansas,United States,North America,81
1217450,Female,Saint Louis,Missouri,United States,North America,51
1217567,Male,San Francisco,California,United States,North America,76
1218135,Male,Bloomsburg,Pennsylvania,United States,North America,49
1218187,Female,Washington,Maryland,United States,North America,30
1218356,Male,Walnut,California,United States,North America,62
1218412,Female,San Antonio,Texas,United States,North America,70
1218731,Female,Manes,Missouri,United States,North America,46
1218776,Male,Lexington,Kentucky,United States,North America,58
1218806,Female,Okeechobee,Florida,United States,North America,48
1218895,Male,Madison,New Jersey,United States,North America,23
1219366,Female,Clarksburg,West Virginia,United States,North America,65
1219391,Male,Morristown,New Jersey,United States,North America,43
1219486,Male,Raleigh,North Carolina,United States,North America,81
1219636,Female,Madison,Wisconsin,United States,North America,66
1219767,Male,Bolton,Mississippi,United States,North America,86
1220106,Female,Atlanta,Georgia,United States,North America,71
1220428,Male,Framingham,Massachusetts,United States,North America,60
1220494,Female,Albany,Georgia,United States,North America,61
1221117,Female,Meriden,Connecticut,United States,North America,38
1221220,Female,Scottsdale,Arizona,United States,North America,49
1221358,Female,Norcross,Georgia,United States,North America,85
1221391,Female,Wichita,Arkansas,United States,North America,44
1221793,Male,San Diego,California,United States,North America,53
1221906,Female,Fort Smith,Arkansas,United States,North America,76
1221984,Female,Baltimore,Maryland,United States,North America,81
1222380,Male,Fort Washington,Pennsylvania,United States,North America,87
1222785,Male,Ceresco,Nebraska,United States,North America,42
1222892,Female,East Syracuse,New York,United States,North America,68
1223048,Female,Long Island City,New York,United States,North America,50
1223111,Male,Readlyn,Iowa,United States,North America,86
1223138,Female,Fremont,California,United States,North America,66
1223141,Female,Jackson,Mississippi,United States,North America,38
1223146,Male,Gloucester,Massachusetts,United States,North America,58
1223270,Female,Silver Spring,Maryland,United States,North America,65
1223275,Male,Staten Island,New York,United States,North America,42
1223404,Female,Science Hill,Kentucky,United States,North America,52
1224103,Female,Winooski,Vermont,United States,North America,58
1224252,Male,Roanoke,Virginia,United States,North America,51
1224434,Male,Fresno,California,United States,North America,88
1224444,Female,Westfield,New Jersey,United States,North America,49
1224615,Female,Dalton,Georgia,United States,North America,62
1224732,Male,Pensacola,Florida,United States,North America,49
1225213,Female,Cutchogue,New York,United States,North America,30
1226012,Male,Mobile,Alabama,United States,North America,64
1226053,Female,Tukwila,Washington,United States,North America,26
1226067,Male,San Diego,California,United States,North America,39
1226164,Female,Indian Rocks (Beach),Florida,United States,North America,33
1226315,Male,Montgomery,Alabama,United States,North America,30
1226365,Female,Bell,California,United States,North America,49
1226395,Male,Bridgeport,Connecticut,United States,North America,78
1226535,Female,Evansville,Indiana,United States,North America,72
1226594,Male,Coronado,California,United States,North America,81
1226702,Female,River Edge,New Jersey,United States,North America,65
1226752,Male,Jacksonville,Illinois,United States,North America,36
1226835,Male,Waialua,Hawaii,United States,North America,60
1227008,Female,Hanceville,Alabama,United States,North America,26
1227087,Female,Belleville,Illinois,United States,North America,78
1227108,Male,Knoxville,Tennessee,United States,North America,83
1227572,Female,Lake Placid,Florida,United States,North America,40
1227579,Male,Lexington,Kentucky,United States,North America,23
1227648,Female,Camp Grove,Illinois,United States,North America,28
1227874,Female,Saginaw,Michigan,United States,North America,67
1227891,Female,Dallas,Texas,United States,North America,30
1227948,Female,French Settlement,Louisiana,United States,North America,40
1227963,Female,Denver,Colorado,United States,North America,74
1228153,Female,Garden City,New York,United States,North America,37
1228187,Female,Denver,Colorado,United States,North America,34
1228544,Female,Burbank,California,United States,North America,56
1228689,Male,Fort Lauderdale,Florida,United States,North America,65
1228710,Male,Phoenix,Arizona,United States,North America,24
1228783,Male,Houston,Texas,United States,North America,34
1229112,Female,Hanover,Maryland,United States,North America,49
1229492,Male,Charlotte,North Carolina,United States,North America,47
1229631,Male,Glasgow,Kentucky,United States,North America,53
1229784,Female,Miltonvale,Kansas,United States,North America,82
1229883,Male,Portland,Oregon,United States,North America,61
1230014,Male,Los Angeles,California,United States,North America,50
1230028,Female,Oxford,Mississippi,United States,North America,72
1230034,Male,New York,New York,United States,North America,85
1230071,Male,Shelton,Washington,United States,North America,26
1230214,Male,Portland,Oregon,United States,North America,23
1230319,Male,Bridgeville,Pennsylvania,United States,North America,51
1230348,Male,Milwaukee,Wisconsin,United States,North America,43
1230356,Female,Pontiac,Michigan,United States,North America,32
1230421,Female,Hattiesburg,Mississippi,United States,North America,46
1230469,Male,Philadelphia,Pennsylvania,United States,North America,35
1230541,Female,Baton Rouge,Louisiana,United States,North America,81
1230567,Female,Fairbanks,Alaska,United States,North America,53
1230732,Male,Elmsford,New York,United States,North America,22
1230757,Male,Millburn,New Jersey,United States,North America,82
1231275,Male,Hazelwood,Missouri,United States,North America,23
1231860,Female,Camarillo,California,United States,North America,59
1231909,Female,Overton,Nevada,United States,North America,43
1232096,Male,Sacramento,California,United States,North America,30
1232128,Male,West Palm Beach,Florida,United States,North America,85
1232212,Male,Kennewick,Washington,United States,North America,80
1232332,Male,Goodland,Kansas,United States,North America,79
1232357,Male,Omak,Washington,United States,North America,71
1232377,Male,Centerville,Virginia,United States,North America,30
1232421,Female,Cambridge,Massachusetts,United States,North America,30
1232687,Female,Indianapolis,Indiana,United States,North America,62
1232857,Female,Houston,Texas,United States,North America,65
1232975,Female,Tampa,Florida,United States,North America,57
1233069,Male,Dallas,Texas,United States,North America,22
1233116,Male,Fort Worth,Texas,United States,North America,23
1233278,Male,Dayton,Ohio,United States,North America,78
1233423,Male,Stevens Point,Wisconsin,United States,North America,25
1233629,Male,Fort Myers,Florida,United States,North America,28
1233674,Male,Chicago,Illinois,United States,North America,55
1233782,Male,Maple Shade,New Jersey,United States,North America,74
1233786,Female,Maiden,North Carolina,United States,North America,33
1233842,Male,Deerfield Beach,Florida,United States,North America,72
1233925,Male,San Marcos,Texas,United States,North America,22
1233958,Female,Austin,Texas,United States,North America,39
1234000,Male,Newman,Illinois,United States,North America,66
1234127,Male,Camp Hill,Pennsylvania,United States,North America,46
1234186,Female,Orlando,Florida,United States,North America,35
1234232,Male,Eagleville,Pennsylvania,United States,North America,25
1234478,Female,Worthington,Ohio,United States,North America,61
1234624,Female,Lexington,Kentucky,United States,North America,38
1234648,Male,Woodbridge,Virginia,United States,North America,78
1234718,Female,Wooster,Ohio,United States,North America,68
1234917,Male,Los Angeles,California,United States,North America,47
1234949,Female,Houston,Texas,United States,North America,72
1234994,Female,Ashland,Oregon,United States,North America,87
1235071,Male,Westland,Michigan,United States,North America,74
1235189,Female,Whitestone,New York,United States,North America,57
1235343,Female,Corpus Christi,Texas,United States,North America,60
1235364,Female,Winston Salem,North Carolina,United States,North America,53
1235559,Male,Sedalia,Missouri,United States,North America,36
1235636,Male,Atlanta,Georgia,United States,North America,58
1235768,Female,Chicago,Illinois,United States,North America,36
1235846,Female,Schaumburg,Illinois,United States,North America,38
1236256,Male,Golden Valley,Minnesota,United States,North America,40
1236601,Female,Northglenn,Colorado,United States,North America,37
1236924,Female,Geneva,Illinois,United States,North America,70
1236959,Male,Midlands,Texas,United States,North America,74
1237096,Female,Columbus,Ohio,United States,North America,57
1237493,Female,Qulin,Missouri,United States,North America,55
1237683,Male,Hampton,New Hampshire,United States,North America,34
1237819,Male,Beltsville,Virginia,United States,North America,40
1237927,Female,Jackson,Mississippi,United States,North America,62
1237959,Female,Murphy,North Carolina,United States,North America,67
1238419,Female,Cleveland,Ohio,United States,North America,46
1238645,Female,Quartzsite,Arizona,United States,North America,82
1238858,Male,Globe,Arizona,United States,North America,44
1238868,Female,Succasunna,New Jersey,United States,North America,25
1239188,Male,New Orleans,Louisiana,United States,North America,32
1239282,Male,Fresno,California,United States,North America,44
1239387,Male,Peoria,Illinois,United States,North America,82
1239466,Male,Waipahu,Hawaii,United States,North America,63
1239489,Female,New Brighton,Minnesota,United States,North America,41
1239615,Female,Fargo,North Dakota,United States,North America,66
1239749,Male,San Mateo,California,United States,North America,38
1239772,Female,Columbus,Ohio,United States,North America,47
1239780,Female,Gast Glacier Park,Montana,United States,North America,57
1240089,Male,Columbia,South Carolina,United States,North America,70
1240113,Male,Three Rivers,Michigan,United States,North America,42
1240195,Male,Philadelphia,Pennsylvania,United States,North America,56
1240319,Male,Seymour,Indiana,United States,North America,81
1240329,Female,Texarkana,Texas,United States,North America,45
1240339,Male,Hingham,Massachusetts,United States,North America,23
1240472,Male,Plains,Pennsylvania,United States,North America,74
1240492,Female,West Portsmouth,Ohio,United States,North America,59
1240494,Female,Rochelle Park,New Jersey,United States,North America,83
1240530,Female,Wilmington,Ohio,United States,North America,61
1240603,Female,Flanagan,Illinois,United States,North America,45
1240746,Female,Saginaw,Michigan,United States,North America,24
1240776,Female,Moscow Mills,Missouri,United States,North America,69
1240904,Male,Toms River,New Jersey,United States,North America,44
1240910,Male,Atlanta,Georgia,United States,North America,74
1241018,Female,Newark,New Jersey,United States,North America,80
1241093,Male,Greenwood,Mississippi,United States,North America,43
1241140,Female,El Paso,Texas,United States,North America,43
1241190,Female,Longview,Texas,United States,North America,59
1241253,Female,Rahway,New Jersey,United States,North America,73
1241312,Male,Beulaville,North Carolina,United States,North America,77
1241542,Female,Utica,New York,United States,North America,31
1241547,Female,Farmingdale,New York,United States,North America,51
1241710,Male,Metropolis,Illinois,United States,North America,28
1241747,Male,Corrigan,Texas,United States,North America,30
1241748,Male,Jackson,Mississippi,United States,North America,38
1241860,Male,Enid,Oklahoma,United States,North America,68
1241863,Female,Lexington,Kentucky,United States,North America,31
1242018,Female,White Plains,New York,United States,North America,43
1242026,Female,Park Ridge,Illinois,United States,North America,85
1242050,Female,Southfield,Michigan,United States,North America,23
1242225,Female,Wadena,Minnesota,United States,North America,27
1242320,Female,Cliffside Park,New Jersey,United States,North America,67
1242463,Female,Harrisburg,Pennsylvania,United States,North America,71
1242475,Female,Memphis,Tennessee,United States,North America,76
1242504,Male,Washington,Washington DC,United States,North America,29
1242570,Female,Worcester,Massachusetts,United States,North America,35
1242885,Male,Oak Brook,Illinois,United States,North America,78
1242927,Male,Los Angeles,California,United States,North America,41
1243331,Male,Lansing,Michigan,United States,North America,48
1243560,Male,Corsica,Pennsylvania,United States,North America,30
1243578,Male,Saint Paul,Minnesota,United States,North America,76
1243658,Female,Kingman,Arizona,United States,North America,77
1243894,Female,Midvale,Utah,United States,North America,35
1244004,Male,Houston,Texas,United States,North America,31
1244073,Female,Mesa,Arizona,United States,North America,50
1244285,Male,Medina,Ohio,United States,North America,57
1244511,Male,Los Angeles,California,United States,North America,28
1244669,Male,Bedford,Massachusetts,United States,North America,32
1245017,Male,Toledo,Ohio,United States,North America,53
1245138,Male,Reno,Nevada,United States,North America,55
1245490,Male,Denver,Colorado,United States,North America,64
1245533,Female,Appleton,Wisconsin,United States,North America,82
1245575,Male,Saginaw,Michigan,United States,North America,55
1245587,Female,Eagleville,Pennsylvania,United States,North America,24
1245616,Female,Cleveland,Ohio,United States,North America,57
1245745,Male,Churdan,Iowa,United States,North America,71
1245877,Female,Pittsburgh,Pennsylvania,United States,North America,65
1245904,Female,Cincinnati,Ohio,United States,North America,33
1246129,Male,San Antonio,Texas,United States,North America,52
1246263,Male,Greenwood,South Carolina,United States,North America,43
1246299,Male,Winder,Georgia,United States,North America,23
1246530,Male,Duncan,New Mexico,United States,North America,34
1246638,Male,Salem,Oregon,United States,North America,66
1246662,Female,Maryland Heights,Missouri,United States,North America,42
1246775,Female,Warrensville Heights,Ohio,United States,North America,37
1246890,Male,Jefferson City,Missouri,United States,North America,48
1247074,Male,Independence,Ohio,United States,North America,75
1247234,Female,Ipava,Illinois,United States,North America,84
1247375,Male,Russell,Kansas,United States,North America,88
1247394,Female,Council Bluffs,Iowa,United States,North America,36
1247524,Male,Deerfield,Illinois,United States,North America,47
1247531,Male,Jonesboro,Georgia,United States,North America,73
1247605,Female,San Antonio,Texas,United States,North America,84
1248024,Female,New York,New York,United States,North America,72
1248028,Female,Cicero,Illinois,United States,North America,48
1248112,Female,Knoxville,Tennessee,United States,North America,80
1248360,Male,Harrison,Montana,United States,North America,82
1248803,Female,Johnston,Rhode Island,United States,North America,56
1248847,Male,Eugene,Oregon,United States,North America,86
1248961,Male,El Monte,California,United States,North America,66
1249166,Female,Maryland Heights,Missouri,United States,North America,66
1249186,Male,Worcester,Massachusetts,United States,North America,79
1249191,Female,Grand Rapids,Michigan,United States,North America,35
1249680,Male,Mira Loma,California,United States,North America,85
1250029,Male,Monroe,Louisiana,United States,North America,76
1250036,Female,Tulsa,Oklahoma,United States,North America,66
1250060,Female,Sacramento,California,United States,North America,38
1250408,Female,Honolulu,Hawaii,United States,North America,22
1250427,Male,Centennial,Colorado,United States,North America,22
1250507,Male,Louisville,Kentucky,United States,North America,45
1250603,Male,Bridgewater,South Dakota,United States,North America,69
1250754,Male,Washington,Maryland,United States,North America,82
1250867,Female,Portville,New York,United States,North America,83
1250933,Female,Dallas,Texas,United States,North America,31
1250940,Female,Goshen,New York,United States,North America,71
1251181,Female,Elkton,Maryland,United States,North America,35
1251211,Male,Detroit,Michigan,United States,North America,46
1251230,Female,Minneapolis,Minnesota,United States,North America,88
1251347,Male,Dallas,Texas,United States,North America,42
1251360,Female,Birmingham,Alabama,United States,North America,50
1251392,Female,Wilmington,North Carolina,United States,North America,63
1251398,Male,Whitestone,New York,United States,North America,56
1251726,Male,Winston Salem,North Carolina,United States,North America,62
1251782,Female,Warwick,New York,United States,North America,72
1251791,Male,Los Angeles,California,United States,North America,81
1251931,Male,Nashville,Tennessee,United States,North America,37
1252167,Female,Jacksonville,Florida,United States,North America,44
1252370,Male,Metairie,Louisiana,United States,North America,86
1252384,Male,Denver,Colorado,United States,North America,68
1252582,Female,Southfield,Michigan,United States,North America,55
1252738,Male,Hagerstown,Maryland,United States,North America,45
1253166,Male,Woburn,Massachusetts,United States,North America,57
1253429,Female,Plymouth,Michigan,United States,North America,75
1253509,Male,Dallas,Texas,United States,North America,71
1253625,Female,Houston,Texas,United States,North America,54
1253680,Male,Pomona,California,United States,North America,70
1253732,Male,Worthington,Ohio,United States,North America,72
1253855,Male,Huron,South Dakota,United States,North America,58
